time,pop_capacity,pop_count,pop_updated,upw_capacity,upw_count,upw_updated,fre_capacity,fre_count,fre_updated
2021-04-07 00:30:02.564736,280,0,12:20 AM,64,0,12:20 AM,165,0,12:20 AM
2021-04-07 00:45:02.468466,280,0,12:40 AM,64,0,12:40 AM,165,0,12:40 AM
2021-04-07 01:00:02.090627,280,0,12:51 AM,64,0,12:50 AM,165,0,12:51 AM
2021-04-07 01:15:01.899443,280,0,1:10 AM,64,0,1:10 AM,165,0,1:10 AM
2021-04-07 01:30:01.569773,280,0,1:21 AM,64,0,1:20 AM,165,0,1:21 AM
2021-04-07 01:45:02.243840,280,0,1:40 AM,64,0,1:40 AM,165,0,1:40 AM
2021-04-07 02:00:02.306744,280,0,1:50 AM,64,0,1:50 AM,165,0,1:50 AM
2021-04-07 02:15:02.205836,280,0,2:10 AM,64,0,2:10 AM,165,0,2:10 AM
2021-04-07 02:30:02.117390,280,0,2:20 AM,64,0,2:20 AM,165,0,2:20 AM
2021-04-07 02:45:03.585937,280,0,2:40 AM,64,0,2:40 AM,165,0,2:40 AM
2021-04-07 03:00:02.414813,280,0,2:58 AM,64,0,2:50 AM,165,0,2:50 AM
2021-04-07 03:15:02.206271,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-07 03:30:01.969598,280,0,3:20 AM,64,0,3:20 AM,165,0,3:20 AM
2021-04-07 03:45:01.829032,280,0,3:41 AM,64,0,3:40 AM,165,0,3:41 AM
2021-04-07 04:00:03.296355,280,0,3:50 AM,64,0,3:50 AM,165,0,3:50 AM
2021-04-07 04:15:02.101441,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-07 04:30:01.869238,280,0,4:20 AM,64,0,4:20 AM,165,0,4:20 AM
2021-04-07 04:45:01.668373,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-07 05:00:02.398690,280,0,4:50 AM,64,0,4:51 AM,165,0,4:50 AM
2021-04-07 05:15:02.359557,280,0,5:10 AM,64,0,5:10 AM,165,0,5:10 AM
2021-04-07 05:30:02.834780,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-07 05:45:03.635086,280,0,5:42 AM,64,0,5:40 AM,165,0,5:40 AM
2021-04-07 06:00:06.357772,280,2,6:00 AM,64,0,6:00 AM,165,0,5:58 AM
2021-04-07 06:15:02.640804,280,23,6:15 AM,64,0,6:10 AM,165,8,6:13 AM
2021-04-07 06:30:02.485111,280,31,6:29 AM,64,0,6:21 AM,165,14,6:29 AM
2021-04-07 06:45:02.533965,280,48,6:43 AM,64,0,6:40 AM,165,20,6:42 AM
2021-04-07 07:00:03.007530,280,54,7:00 AM,64,0,6:50 AM,165,28,6:56 AM
2021-04-07 07:15:02.969885,280,53,7:13 AM,64,0,7:10 AM,165,34,7:14 AM
2021-04-07 07:30:04.106211,280,50,7:30 AM,64,0,7:21 AM,165,44,7:29 AM
2021-04-07 07:45:00.985351,280,46,7:44 AM,64,0,7:40 AM,165,57,7:44 AM
2021-04-07 08:00:00.978866,280,41,7:59 AM,64,0,7:51 AM,165,60,7:59 AM
2021-04-07 08:15:02.651397,280,31,8:14 AM,64,0,8:10 AM,165,53,8:13 AM
2021-04-07 08:30:02.639154,280,28,8:30 AM,64,0,8:20 AM,165,51,8:29 AM
2021-04-07 08:45:01.779772,280,30,8:44 AM,64,0,8:41 AM,165,33,8:43 AM
2021-04-07 09:00:01.706374,280,28,8:59 AM,64,0,8:56 AM,165,29,8:59 AM
2021-04-07 09:15:02.357310,280,31,9:12 AM,64,2,9:11 AM,165,34,9:14 AM
2021-04-07 09:30:01.122575,280,33,9:29 AM,64,2,9:29 AM,165,38,9:29 AM
2021-04-07 09:45:04.543094,280,35,9:45 AM,64,3,9:40 AM,165,37,9:44 AM
2021-04-07 10:00:02.201880,280,38,9:59 AM,64,4,10:00 AM,165,37,9:59 AM
2021-04-07 10:15:02.403752,280,44,10:15 AM,64,4,10:12 AM,165,38,10:14 AM
2021-04-07 10:30:06.446559,280,48,10:29 AM,64,2,10:30 AM,165,39,10:30 AM
2021-04-07 10:45:02.286471,280,55,10:44 AM,64,4,10:42 AM,165,39,10:43 AM
2021-04-07 11:00:02.569984,280,51,10:59 AM,64,3,10:59 AM,165,36,10:59 AM
2021-04-07 11:15:02.405463,280,55,11:14 AM,64,7,11:14 AM,165,33,11:13 AM
2021-04-07 11:30:01.865814,280,51,11:29 AM,64,11,11:29 AM,165,34,11:29 AM
2021-04-07 11:45:01.923415,280,66,11:44 AM,64,17,11:45 AM,165,42,11:44 AM
2021-04-07 12:00:02.049225,280,67,11:59 AM,64,17,11:55 AM,165,37,11:59 AM
2021-04-07 12:15:00.779827,280,82,12:14 PM,64,9,12:13 PM,165,39,12:14 PM
2021-04-07 12:30:02.202848,280,77,12:29 PM,64,6,12:28 PM,165,39,12:28 PM
2021-04-07 12:45:02.005768,280,74,12:45 PM,64,6,12:44 PM,165,38,12:44 PM
2021-04-07 13:00:01.997883,280,76,12:59 PM,64,6,12:57 PM,165,38,12:58 PM
2021-04-07 13:15:01.807146,280,70,1:14 PM,64,3,1:14 PM,165,45,1:14 PM
2021-04-07 13:30:01.603131,280,73,1:29 PM,64,3,1:22 PM,165,42,1:26 PM
2021-04-07 13:45:03.624417,280,67,1:44 PM,64,2,1:40 PM,165,32,1:44 PM
2021-04-07 14:00:02.417585,280,77,2:00 PM,64,2,1:57 PM,165,37,1:59 PM
2021-04-07 14:15:02.346698,280,77,2:14 PM,64,3,2:14 PM,165,37,2:14 PM
2021-04-07 14:30:02.236619,280,87,2:29 PM,64,1,2:29 PM,165,35,2:29 PM
2021-04-07 14:45:02.028741,280,78,2:45 PM,64,2,2:44 PM,165,31,2:44 PM
2021-04-07 15:00:02.095982,280,83,2:59 PM,64,4,2:58 PM,165,28,2:58 PM
2021-04-07 15:15:01.660419,280,75,3:14 PM,64,4,3:10 PM,165,35,3:14 PM
2021-04-07 15:30:02.454351,280,69,3:29 PM,64,4,3:28 PM,165,48,3:29 PM
2021-04-07 15:45:02.068868,280,76,3:44 PM,64,2,3:45 PM,165,46,3:44 PM
2021-04-07 16:00:01.796621,280,82,3:59 PM,64,8,3:58 PM,165,51,3:59 PM
2021-04-07 16:15:02.417236,280,81,4:14 PM,64,13,4:14 PM,165,53,4:14 PM
2021-04-07 16:30:01.789632,280,83,4:30 PM,64,13,4:29 PM,165,47,4:29 PM
2021-04-07 16:45:01.936350,280,94,4:44 PM,64,13,4:40 PM,165,57,4:44 PM
2021-04-07 17:00:01.894163,280,94,4:59 PM,64,12,4:59 PM,165,69,4:59 PM
2021-04-07 17:15:01.645906,280,98,5:14 PM,64,21,5:14 PM,165,76,5:14 PM
2021-04-07 17:30:04.682952,280,116,5:30 PM,64,22,5:29 PM,165,94,5:29 PM
2021-04-07 17:45:02.619478,280,136,5:44 PM,64,30,5:44 PM,165,97,5:43 PM
2021-04-07 18:00:02.892246,280,148,5:59 PM,64,37,5:59 PM,165,95,5:59 PM
2021-04-07 18:15:01.937769,280,160,6:14 PM,64,37,6:14 PM,165,97,6:15 PM
2021-04-07 18:30:03.396382,280,160,6:29 PM,64,32,6:27 PM,165,94,6:29 PM
2021-04-07 18:45:01.656249,280,172,6:44 PM,64,28,6:44 PM,165,92,6:44 PM
2021-04-07 19:00:03.255094,280,185,6:59 PM,64,27,6:59 PM,165,96,6:59 PM
2021-04-07 19:15:02.104338,280,197,7:14 PM,64,32,7:14 PM,165,90,7:13 PM
2021-04-07 19:30:01.604734,280,189,7:29 PM,64,34,7:29 PM,165,92,7:29 PM
2021-04-07 19:45:01.661789,280,195,7:44 PM,64,37,7:43 PM,165,90,7:44 PM
2021-04-07 20:00:01.671091,280,199,7:59 PM,64,34,7:59 PM,165,89,7:59 PM
2021-04-07 20:15:02.343123,280,206,8:14 PM,64,29,8:13 PM,165,94,8:14 PM
2021-04-07 20:30:03.367109,280,199,8:29 PM,64,28,8:30 PM,165,90,8:30 PM
2021-04-07 20:45:02.411605,280,196,8:44 PM,64,28,8:40 PM,165,99,8:44 PM
2021-04-07 21:00:04.396806,280,169,8:59 PM,64,8,8:59 PM,165,97,8:58 PM
2021-04-07 21:15:02.165611,280,143,9:13 PM,64,0,9:11 PM,165,82,9:12 PM
2021-04-07 21:30:02.108854,280,111,9:29 PM,64,0,9:21 PM,165,64,9:29 PM
2021-04-07 21:45:01.857746,280,78,9:44 PM,64,0,9:40 PM,165,49,9:44 PM
2021-04-07 22:00:01.820130,280,27,9:59 PM,64,0,9:59 PM,165,33,9:59 PM
2021-04-07 22:15:01.677843,280,15,10:14 PM,64,0,10:10 PM,165,20,10:13 PM
2021-04-07 22:30:02.879744,280,12,10:30 PM,64,0,10:20 PM,165,15,10:28 PM
2021-04-07 22:45:01.543520,280,7,10:40 PM,64,0,10:40 PM,165,9,10:40 PM
2021-04-07 23:00:02.337828,280,3,10:50 PM,64,0,10:51 PM,165,5,10:51 PM
2021-04-07 23:15:02.821177,280,1,11:11 PM,64,0,11:11 PM,165,2,11:10 PM
2021-04-07 23:30:03.650565,280,1,11:21 PM,64,0,11:20 PM,165,0,11:30 PM
2021-04-07 23:45:02.401316,280,1,11:41 PM,64,0,11:40 PM,165,0,11:43 PM
2021-04-08 00:00:02.616092,280,0,11:51 PM,64,0,11:50 PM,165,0,11:51 PM
2021-04-08 00:15:02.581331,280,0,12:10 AM,64,0,12:10 AM,165,0,12:13 AM
2021-04-08 00:30:02.555684,280,0,12:20 AM,64,0,12:21 AM,165,0,12:21 AM
2021-04-08 00:45:02.424152,280,0,12:41 AM,64,0,12:40 AM,165,0,12:42 AM
2021-04-08 01:00:02.671838,280,0,12:54 AM,64,0,12:51 AM,165,0,12:51 AM
2021-04-08 01:15:02.563528,280,0,1:10 AM,64,0,1:10 AM,165,0,1:11 AM
2021-04-08 01:30:02.551942,280,0,1:30 AM,64,0,1:20 AM,165,0,1:20 AM
2021-04-08 01:45:02.501091,280,0,1:40 AM,64,0,1:40 AM,165,0,1:40 AM
2021-04-08 02:00:02.900978,280,0,1:50 AM,64,0,1:50 AM,165,0,1:50 AM
2021-04-08 02:15:01.758310,280,0,2:10 AM,64,0,2:10 AM,165,0,2:10 AM
2021-04-08 02:30:01.723417,280,0,2:20 AM,64,0,2:20 AM,165,0,2:20 AM
2021-04-08 02:45:01.807914,280,0,2:40 AM,64,0,2:40 AM,165,0,2:40 AM
2021-04-08 03:00:01.714774,280,0,2:55 AM,64,0,2:51 AM,165,0,2:52 AM
2021-04-08 03:15:02.061411,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-08 03:30:01.800451,280,0,3:20 AM,64,0,3:20 AM,165,0,3:20 AM
2021-04-08 03:45:02.574623,280,0,3:40 AM,64,0,3:40 AM,165,0,3:40 AM
2021-04-08 04:00:03.579074,280,0,3:50 AM,64,0,4:00 AM,165,0,3:50 AM
2021-04-08 04:15:02.398989,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-08 04:30:08.003507,280,0,4:30 AM,64,0,4:30 AM,165,0,4:30 AM
2021-04-08 04:45:02.191686,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-08 05:00:02.189252,280,0,4:50 AM,64,0,4:50 AM,165,0,4:50 AM
2021-04-08 05:15:01.953218,280,0,5:10 AM,64,0,5:10 AM,165,0,5:10 AM
2021-04-08 05:30:01.772760,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-08 05:45:02.354993,280,0,5:44 AM,64,0,5:40 AM,165,0,5:41 AM
2021-04-08 06:00:05.080966,280,3,5:59 AM,64,0,6:00 AM,165,0,5:59 AM
2021-04-08 06:15:01.980242,280,10,6:14 AM,64,0,6:10 AM,165,8,6:14 AM
2021-04-08 06:30:02.810106,280,16,6:29 AM,64,0,6:20 AM,165,17,6:29 AM
2021-04-08 06:45:01.597085,280,27,6:43 AM,64,0,6:40 AM,165,26,6:41 AM
2021-04-08 07:00:02.565134,280,31,6:59 AM,64,0,6:50 AM,165,25,6:57 AM
2021-04-08 07:15:02.415586,280,41,7:14 AM,64,0,7:10 AM,165,34,7:14 AM
2021-04-08 07:30:02.255105,280,50,7:29 AM,64,0,7:20 AM,165,37,7:30 AM
2021-04-08 07:45:02.433831,280,62,7:44 AM,64,0,7:40 AM,165,49,7:44 AM
2021-04-08 08:00:06.357814,280,70,7:59 AM,64,0,7:50 AM,165,47,8:00 AM
2021-04-08 08:15:02.894358,280,74,8:14 AM,64,0,8:10 AM,165,44,8:14 AM
2021-04-08 08:30:05.099459,280,75,8:29 AM,64,0,8:20 AM,165,40,8:29 AM
2021-04-08 08:45:02.332065,280,73,8:44 AM,64,0,8:40 AM,165,46,8:44 AM
2021-04-08 09:00:05.812331,280,67,8:50 AM,64,0,8:58 AM,165,49,8:59 AM
2021-04-08 09:15:02.474591,280,68,9:13 AM,64,2,9:13 AM,165,60,9:13 AM
2021-04-08 09:30:02.458704,280,71,9:29 AM,64,2,9:28 AM,165,65,9:29 AM
2021-04-08 09:45:03.059288,280,65,9:44 AM,64,4,9:43 AM,165,65,9:44 AM
2021-04-08 10:00:06.764675,280,63,10:00 AM,64,5,10:00 AM,165,56,10:00 AM
2021-04-08 10:15:01.590499,280,63,10:13 AM,64,6,10:14 AM,165,40,10:12 AM
2021-04-08 10:30:02.744743,280,61,10:29 AM,64,7,10:28 AM,165,35,10:29 AM
2021-04-08 10:45:03.420281,280,68,10:44 AM,64,7,10:43 AM,165,35,10:44 AM
2021-04-08 11:00:02.470207,280,71,10:59 AM,64,4,10:57 AM,165,34,10:59 AM
2021-04-08 11:15:02.008065,280,67,11:15 AM,64,1,11:14 AM,165,27,11:13 AM
2021-04-08 11:30:02.900703,280,66,11:29 AM,64,2,11:29 AM,165,29,11:29 AM
2021-04-08 11:45:01.127915,280,59,11:44 AM,64,4,11:44 AM,165,34,11:44 AM
2021-04-08 12:00:01.738795,280,53,12:00 PM,64,4,11:59 AM,165,32,12:00 PM
2021-04-08 12:15:02.734547,280,62,12:14 PM,64,7,12:12 PM,165,38,12:15 PM
2021-04-08 12:30:04.279431,280,57,12:30 PM,64,9,12:25 PM,165,40,12:27 PM
2021-04-08 12:45:01.996288,280,54,12:44 PM,64,8,12:44 PM,165,43,12:44 PM
2021-04-08 13:00:01.765154,280,52,12:58 PM,64,9,12:57 PM,165,35,12:59 PM
2021-04-08 13:15:01.825224,280,51,1:14 PM,64,8,1:12 PM,165,34,1:10 PM
2021-04-08 13:30:01.717249,280,46,1:29 PM,64,7,1:29 PM,165,28,1:29 PM
2021-04-08 13:45:02.439633,280,50,1:44 PM,64,5,1:44 PM,165,24,1:44 PM
2021-04-08 14:00:01.960873,280,52,1:59 PM,64,5,1:58 PM,165,24,1:59 PM
2021-04-08 14:15:02.729272,280,56,2:14 PM,64,5,2:14 PM,165,22,2:14 PM
2021-04-08 14:30:02.604413,280,54,2:29 PM,64,4,2:25 PM,165,27,2:29 PM
2021-04-08 14:45:02.074406,280,55,2:44 PM,64,1,2:40 PM,165,28,2:43 PM
2021-04-08 15:00:01.717215,280,58,2:59 PM,64,3,2:59 PM,165,32,2:57 PM
2021-04-08 15:15:01.652755,280,55,3:15 PM,64,4,3:14 PM,165,35,3:13 PM
2021-04-08 15:30:04.324401,280,61,3:30 PM,64,7,3:27 PM,165,37,3:30 PM
2021-04-08 15:45:02.331723,280,57,3:44 PM,64,8,3:43 PM,165,40,3:44 PM
2021-04-08 16:00:02.983338,280,72,4:00 PM,64,8,3:59 PM,165,47,3:59 PM
2021-04-08 16:15:01.980711,280,89,4:14 PM,64,7,4:12 PM,165,57,4:14 PM
2021-04-08 16:30:02.026109,280,98,4:29 PM,64,6,4:26 PM,165,61,4:29 PM
2021-04-08 16:45:02.442860,280,107,4:44 PM,64,9,4:44 PM,165,69,4:45 PM
2021-04-08 17:00:05.183644,280,113,4:59 PM,64,14,5:00 PM,165,72,4:59 PM
2021-04-08 17:15:02.059273,280,131,5:14 PM,64,9,5:14 PM,165,80,5:14 PM
2021-04-08 17:30:01.843368,280,148,5:29 PM,64,16,5:28 PM,165,82,5:29 PM
2021-04-08 17:45:01.516968,280,168,5:44 PM,64,19,5:44 PM,165,75,5:43 PM
2021-04-08 18:00:02.957091,280,163,6:00 PM,64,32,5:59 PM,165,74,5:59 PM
2021-04-08 18:15:01.964444,280,174,6:14 PM,64,38,6:14 PM,165,80,6:14 PM
2021-04-08 18:30:05.399252,280,184,6:30 PM,64,35,6:29 PM,165,85,6:29 PM
2021-04-08 18:45:04.405721,280,182,6:44 PM,64,37,6:41 PM,165,96,6:44 PM
2021-04-08 19:00:02.591330,280,184,6:59 PM,64,34,6:58 PM,165,107,6:59 PM
2021-04-08 19:15:01.144493,280,187,7:14 PM,64,33,7:14 PM,165,110,7:12 PM
2021-04-08 19:30:01.319553,280,194,7:29 PM,64,35,7:28 PM,165,110,7:29 PM
2021-04-08 19:45:02.153582,280,180,7:44 PM,64,37,7:44 PM,165,107,7:44 PM
2021-04-08 20:00:02.255912,280,176,7:59 PM,64,38,7:58 PM,165,93,7:59 PM
2021-04-08 20:15:02.161148,280,159,8:14 PM,64,38,8:12 PM,165,92,8:14 PM
2021-04-08 20:30:01.847469,280,142,8:29 PM,64,32,8:29 PM,165,84,8:30 PM
2021-04-08 20:45:02.498640,280,132,8:44 PM,64,27,8:45 PM,165,82,8:44 PM
2021-04-08 21:00:02.326961,280,132,8:59 PM,64,18,8:58 PM,165,71,8:59 PM
2021-04-08 21:15:01.784540,280,115,9:13 PM,64,4,9:13 PM,165,76,9:14 PM
2021-04-08 21:30:01.608609,280,100,9:29 PM,64,4,9:28 PM,165,64,9:29 PM
2021-04-08 21:45:01.942139,280,79,9:44 PM,64,2,9:40 PM,165,55,9:41 PM
2021-04-08 22:00:01.881797,280,53,9:59 PM,64,2,9:54 PM,165,37,9:59 PM
2021-04-08 22:15:01.608731,280,35,10:14 PM,64,1,10:10 PM,165,16,10:14 PM
2021-04-08 22:30:04.890851,280,27,10:29 PM,64,0,10:20 PM,165,12,10:29 PM
2021-04-08 22:45:02.194906,280,19,10:40 PM,64,0,10:40 PM,165,9,10:41 PM
2021-04-08 23:00:02.299033,280,14,10:50 PM,64,0,10:50 PM,165,7,10:51 PM
2021-04-08 23:15:02.009208,280,8,11:11 PM,64,0,11:10 PM,165,5,11:10 PM
2021-04-08 23:30:01.166977,280,5,11:21 PM,64,0,11:20 PM,165,4,11:20 PM
2021-04-08 23:45:01.644061,280,4,11:41 PM,64,0,11:40 PM,165,0,11:40 PM
2021-04-09 00:00:04.886669,280,0,11:50 PM,64,0,11:50 PM,165,0,12:00 AM
2021-04-09 00:15:01.674239,280,0,12:10 AM,64,0,12:10 AM,165,0,12:10 AM
2021-04-09 00:30:02.421526,280,0,12:21 AM,64,0,12:20 AM,165,0,12:20 AM
2021-04-09 00:45:02.490153,280,0,12:40 AM,64,0,12:40 AM,165,0,12:40 AM
2021-04-09 01:00:02.085167,280,0,12:50 AM,64,0,12:50 AM,165,0,12:59 AM
2021-04-09 01:15:01.893756,280,0,1:10 AM,64,0,1:10 AM,165,0,1:10 AM
2021-04-09 01:30:00.892854,280,0,1:20 AM,64,0,1:20 AM,165,0,1:21 AM
2021-04-09 01:45:01.929820,280,0,1:40 AM,64,0,1:40 AM,165,0,1:41 AM
2021-04-09 02:00:01.927491,280,0,1:50 AM,64,0,1:50 AM,165,0,1:51 AM
2021-04-09 02:15:01.575012,280,0,2:10 AM,64,0,2:10 AM,165,0,2:10 AM
2021-04-09 02:30:02.455494,280,0,2:21 AM,64,0,2:20 AM,165,0,2:21 AM
2021-04-09 02:45:02.327750,280,0,2:40 AM,64,0,2:40 AM,165,0,2:41 AM
2021-04-09 03:00:02.304647,280,0,2:56 AM,64,0,2:50 AM,165,0,2:52 AM
2021-04-09 03:15:01.872103,280,0,3:10 AM,64,0,3:10 AM,165,0,3:10 AM
2021-04-09 03:30:02.669592,280,0,3:20 AM,64,0,3:20 AM,165,0,3:30 AM
2021-04-09 03:45:01.626622,280,0,3:40 AM,64,0,3:40 AM,165,0,3:40 AM
2021-04-09 04:00:02.308986,280,0,3:50 AM,64,0,3:50 AM,165,0,3:50 AM
2021-04-09 04:15:02.538714,280,0,4:10 AM,64,0,4:10 AM,165,0,4:10 AM
2021-04-09 04:30:02.246759,280,0,4:20 AM,64,0,4:21 AM,165,0,4:20 AM
2021-04-09 04:45:02.092369,280,0,4:40 AM,64,0,4:40 AM,165,0,4:40 AM
2021-04-09 05:00:02.165014,280,0,4:50 AM,64,0,4:50 AM,165,0,4:50 AM
2021-04-09 05:15:01.968891,280,0,5:10 AM,64,0,5:11 AM,165,0,5:10 AM
2021-04-09 05:30:03.296554,280,0,5:25 AM,64,0,5:25 AM,165,0,5:25 AM
2021-04-09 05:45:01.887387,280,0,5:43 AM,64,0,5:40 AM,165,0,5:40 AM
2021-04-09 06:00:02.872493,280,0,6:00 AM,64,0,5:50 AM,165,0,5:59 AM
2021-04-09 06:15:02.514623,280,16,6:14 AM,64,0,6:10 AM,165,7,6:12 AM
2021-04-09 06:30:04.753736,280,23,6:30 AM,64,0,6:20 AM,165,13,6:30 AM
2021-04-09 06:45:03.607285,280,35,6:45 AM,64,0,6:41 AM,165,16,6:40 AM
2021-04-09 07:00:02.950373,280,38,6:54 AM,64,0,6:51 AM,165,19,6:53 AM
2021-04-09 07:15:03.113689,280,43,7:12 AM,64,0,7:10 AM,165,25,7:12 AM
2021-04-09 07:30:05.003001,280,37,7:30 AM,64,0,7:20 AM,165,31,7:28 AM
2021-04-09 07:45:01.979408,280,28,7:44 AM,64,0,7:40 AM,165,34,7:44 AM
2021-04-09 08:00:02.310161,280,36,7:59 AM,64,0,7:50 AM,165,41,7:59 AM
2021-04-09 08:15:02.537856,280,36,8:14 AM,64,0,8:10 AM,165,36,8:14 AM
2021-04-09 08:30:01.586980,280,34,8:29 AM,64,0,8:20 AM,165,32,8:25 AM
2021-04-09 08:45:01.944802,280,36,8:44 AM,64,0,8:40 AM,165,30,8:44 AM
2021-04-09 09:00:01.910987,280,41,8:59 AM,64,0,8:58 AM,165,23,8:59 AM
2021-04-09 09:15:01.741794,280,44,9:14 AM,64,1,9:14 AM,165,22,9:13 AM
2021-04-09 09:30:02.301036,280,44,9:20 AM,64,5,9:29 AM,165,21,9:29 AM
2021-04-09 09:45:01.732023,280,43,9:44 AM,64,7,9:44 AM,165,28,9:44 AM
2021-04-09 10:00:01.637080,280,44,9:59 AM,64,8,9:57 AM,165,29,9:59 AM
2021-04-09 10:15:03.216751,280,56,10:14 AM,64,10,10:14 AM,165,29,10:14 AM
2021-04-09 10:30:02.350563,280,68,10:29 AM,64,11,10:30 AM,165,28,10:29 AM
2021-04-09 10:45:02.408795,280,76,10:44 AM,64,8,10:44 AM,165,31,10:44 AM
2021-04-09 11:00:01.379495,280,77,10:59 AM,64,8,10:57 AM,165,34,10:57 AM
2021-04-09 11:15:02.650578,280,80,11:14 AM,64,7,11:12 AM,165,29,11:13 AM
2021-04-09 11:30:02.181743,280,76,11:29 AM,64,7,11:28 AM,165,28,11:29 AM
2021-04-09 11:45:01.624265,280,77,11:44 AM,64,7,11:44 AM,165,26,11:44 AM
2021-04-09 12:00:04.013831,280,79,11:59 AM,64,6,11:59 AM,165,35,11:59 AM
2021-04-09 12:15:02.746575,280,77,12:14 PM,64,9,12:13 PM,165,40,12:14 PM
2021-04-09 12:30:06.417024,280,69,12:29 PM,64,8,12:29 PM,165,48,12:30 PM
2021-04-09 12:45:01.692432,280,71,12:44 PM,64,12,12:44 PM,165,49,12:43 PM
2021-04-09 13:00:02.200917,280,71,12:59 PM,64,12,12:59 PM,165,52,12:59 PM
2021-04-09 13:15:01.879737,280,64,1:14 PM,64,13,1:14 PM,165,51,1:14 PM
2021-04-09 13:30:03.028326,280,67,1:29 PM,64,10,1:28 PM,165,52,1:28 PM
2021-04-09 13:45:01.692794,280,74,1:44 PM,64,9,1:42 PM,165,50,1:44 PM
2021-04-09 14:00:01.874176,280,80,1:59 PM,64,10,1:59 PM,165,43,1:59 PM
2021-04-09 14:15:02.071537,280,76,2:12 PM,64,12,2:12 PM,165,43,2:13 PM
2021-04-09 14:30:02.411576,280,71,2:29 PM,64,13,2:29 PM,165,40,2:29 PM
2021-04-09 14:45:01.566885,280,68,2:44 PM,64,10,2:41 PM,165,42,2:44 PM
2021-04-09 15:00:02.461106,280,73,2:59 PM,64,11,2:58 PM,165,37,2:50 PM
2021-04-09 15:15:02.293841,280,69,3:15 PM,64,11,3:10 PM,165,49,3:14 PM
2021-04-09 15:30:02.447966,280,77,3:29 PM,64,11,3:26 PM,165,53,3:29 PM
2021-04-09 15:45:03.285182,280,88,3:44 PM,64,8,3:43 PM,165,56,3:44 PM
2021-04-09 16:00:03.093299,280,83,3:59 PM,64,12,3:59 PM,165,64,3:59 PM
2021-04-09 16:15:02.231653,280,82,4:09 PM,64,16,4:12 PM,165,67,4:13 PM
2021-04-09 16:30:05.545368,280,88,4:29 PM,64,12,4:28 PM,165,69,4:30 PM
2021-04-09 16:45:01.632678,280,107,4:44 PM,64,16,4:44 PM,165,68,4:44 PM
2021-04-09 17:00:02.428554,280,110,4:59 PM,64,21,4:59 PM,165,73,4:59 PM
2021-04-09 17:15:01.593226,280,118,5:14 PM,64,29,5:14 PM,165,71,5:14 PM
2021-04-09 17:30:02.363139,280,128,5:29 PM,64,34,5:29 PM,165,70,5:29 PM
2021-04-09 17:45:02.267393,280,145,5:44 PM,64,31,5:44 PM,165,75,5:45 PM
2021-04-09 18:00:01.919836,280,139,5:59 PM,64,31,5:58 PM,165,75,6:00 PM
2021-04-09 18:15:02.500481,280,145,6:15 PM,64,27,6:13 PM,165,78,6:14 PM
2021-04-09 18:30:02.121326,280,144,6:29 PM,64,27,6:25 PM,165,81,6:29 PM
2021-04-09 18:45:02.443487,280,146,6:44 PM,64,31,6:44 PM,165,85,6:44 PM
2021-04-09 19:00:02.182388,280,142,6:59 PM,64,29,6:59 PM,165,89,6:58 PM
2021-04-09 19:15:02.226919,280,137,7:15 PM,64,27,7:11 PM,165,91,7:15 PM
2021-04-09 19:30:01.965306,280,124,7:28 PM,64,21,7:29 PM,165,90,7:29 PM
2021-04-09 19:45:02.265137,280,113,7:44 PM,64,20,7:44 PM,165,88,7:44 PM
2021-04-09 20:00:01.937404,280,111,7:59 PM,64,18,7:58 PM,165,80,7:59 PM
2021-04-09 20:15:01.609839,280,112,8:12 PM,64,18,8:12 PM,165,81,8:12 PM
2021-04-09 20:30:02.799133,280,106,8:29 PM,64,16,8:27 PM,165,64,8:29 PM
2021-04-09 20:45:01.816345,280,102,8:40 PM,64,13,8:40 PM,165,68,8:44 PM
2021-04-09 21:00:01.598251,280,98,8:59 PM,64,8,8:54 PM,165,66,8:59 PM
2021-04-09 21:15:02.797020,280,81,9:14 PM,64,4,9:13 PM,165,64,9:13 PM
2021-04-09 21:30:01.491398,280,71,9:29 PM,64,3,9:20 PM,165,45,9:29 PM
2021-04-09 21:45:02.227284,280,52,9:42 PM,64,3,9:40 PM,165,32,9:44 PM
2021-04-09 22:00:04.098603,280,34,9:59 PM,64,3,9:50 PM,165,14,10:00 PM
2021-04-09 22:15:01.676956,280,17,10:10 PM,64,3,10:10 PM,165,0,10:10 PM
2021-04-09 22:30:05.041506,280,14,10:20 PM,64,2,10:20 PM,165,0,10:21 PM
2021-04-09 22:45:01.773708,280,11,10:40 PM,64,2,10:41 PM,165,0,10:41 PM
2021-04-09 23:00:01.896036,280,7,10:56 PM,64,0,10:50 PM,165,0,10:54 PM
2021-04-09 23:15:03.417061,280,6,11:11 PM,64,0,11:10 PM,165,0,11:10 PM
